GEO_ID,NAME,S1903_C01_001E,S1903_C01_001M,S1903_C01_002E,S1903_C01_002M,S1903_C01_003E,S1903_C01_003M,S1903_C01_004E,S1903_C01_004M,S1903_C01_005E,S1903_C01_005M,S1903_C01_006E,S1903_C01_006M,S1903_C01_007E,S1903_C01_007M,S1903_C01_008E,S1903_C01_008M,S1903_C01_009E,S1903_C01_009M,S1903_C01_010E,S1903_C01_010M,S1903_C01_011E,S1903_C01_011M,S1903_C01_012E,S1903_C01_012M,S1903_C01_013E,S1903_C01_013M,S1903_C01_014E,S1903_C01_014M,S1903_C01_015E,S1903_C01_015M,S1903_C01_016E,S1903_C01_016M,S1903_C01_017E,S1903_C01_017M,S1903_C01_018E,S1903_C01_018M,S1903_C01_019E,S1903_C01_019M,S1903_C01_020E,S1903_C01_020M,S1903_C01_021E,S1903_C01_021M,S1903_C01_022E,S1903_C01_022M,S1903_C01_023E,S1903_C01_023M,S1903_C01_024E,S1903_C01_024M,S1903_C01_025E,S1903_C01_025M,S1903_C01_026E,S1903_C01_026M,S1903_C01_027E,S1903_C01_027M,S1903_C01_028E,S1903_C01_028M,S1903_C01_029E,S1903_C01_029M,S1903_C01_030E,S1903_C01_030M,S1903_C01_031E,S1903_C01_031M,S1903_C01_032E,S1903_C01_032M,S1903_C01_033E,S1903_C01_033M,S1903_C01_034E,S1903_C01_034M,S1903_C01_035E,S1903_C01_035M,S1903_C01_036E,S1903_C01_036M,S1903_C01_037E,S1903_C01_037M,S1903_C01_038E,S1903_C01_038M,S1903_C01_039E,S1903_C01_039M,S1903_C01_040E,S1903_C01_040M,S1903_C02_001E,S1903_C02_001M,S1903_C02_002E,S1903_C02_002M,S1903_C02_003E,S1903_C02_003M,S1903_C02_004E,S1903_C02_004M,S1903_C02_005E,S1903_C02_005M,S1903_C02_006E,S1903_C02_006M,S1903_C02_007E,S1903_C02_007M,S1903_C02_008E,S1903_C02_008M,S1903_C02_009E,S1903_C02_009M,S1903_C02_010E,S1903_C02_010M,S1903_C02_011E,S1903_C02_011M,S1903_C02_012E,S1903_C02_012M,S1903_C02_013E,S1903_C02_013M,S1903_C02_014E,S1903_C02_014M,S1903_C02_015E,S1903_C02_015M,S1903_C02_016E,S1903_C02_016M,S1903_C02_017E,S1903_C02_017M,S1903_C02_018E,S1903_C02_018M,S1903_C02_019E,S1903_C02_019M,S1903_C02_020E,S1903_C02_020M,S1903_C02_021E,S1903_C02_021M,S1903_C02_022E,S1903_C02_022M,S1903_C02_023E,S1903_C02_023M,S1903_C02_024E,S1903_C02_024M,S1903_C02_025E,S1903_C02_025M,S1903_C02_026E,S1903_C02_026M,S1903_C02_027E,S1903_C02_027M,S1903_C02_028E,S1903_C02_028M,S1903_C02_029E,S1903_C02_029M,S1903_C02_030E,S1903_C02_030M,S1903_C02_031E,S1903_C02_031M,S1903_C02_032E,S1903_C02_032M,S1903_C02_033E,S1903_C02_033M,S1903_C02_034E,S1903_C02_034M,S1903_C02_035E,S1903_C02_035M,S1903_C02_036E,S1903_C02_036M,S1903_C02_037E,S1903_C02_037M,S1903_C02_038E,S1903_C02_038M,S1903_C02_039E,S1903_C02_039M,S1903_C02_040E,S1903_C02_040M,S1903_C03_001E,S1903_C03_001M,S1903_C03_002E,S1903_C03_002M,S1903_C03_003E,S1903_C03_003M,S1903_C03_004E,S1903_C03_004M,S1903_C03_005E,S1903_C03_005M,S1903_C03_006E,S1903_C03_006M,S1903_C03_007E,S1903_C03_007M,S1903_C03_008E,S1903_C03_008M,S1903_C03_009E,S1903_C03_009M,S1903_C03_010E,S1903_C03_010M,S1903_C03_011E,S1903_C03_011M,S1903_C03_012E,S1903_C03_012M,S1903_C03_013E,S1903_C03_013M,S1903_C03_014E,S1903_C03_014M,S1903_C03_015E,S1903_C03_015M,S1903_C03_016E,S1903_C03_016M,S1903_C03_017E,S1903_C03_017M,S1903_C03_018E,S1903_C03_018M,S1903_C03_019E,S1903_C03_019M,S1903_C03_020E,S1903_C03_020M,S1903_C03_021E,S1903_C03_021M,S1903_C03_022E,S1903_C03_022M,S1903_C03_023E,S1903_C03_023M,S1903_C03_024E,S1903_C03_024M,S1903_C03_025E,S1903_C03_025M,S1903_C03_026E,S1903_C03_026M,S1903_C03_027E,S1903_C03_027M,S1903_C03_028E,S1903_C03_028M,S1903_C03_029E,S1903_C03_029M,S1903_C03_030E,S1903_C03_030M,S1903_C03_031E,S1903_C03_031M,S1903_C03_032E,S1903_C03_032M,S1903_C03_033E,S1903_C03_033M,S1903_C03_034E,S1903_C03_034M,S1903_C03_035E,S1903_C03_035M,S1903_C03_036E,S1903_C03_036M,S1903_C03_037E,S1903_C03_037M,S1903_C03_038E,S1903_C03_038M,S1903_C03_039E,S1903_C03_039M,S1903_C03_040E,S1903_C03_040M,Unnamed: 242,ZCTA5
860Z200US95121,ZCTA5 95121,9783,471,1701,290,343,113,161,93,5780,438,19,23,939,186,840,199,2249,268,1218,232,79,45,2455,315,4723,383,2526,306,8391,495,2972,335,5419,447,6024,464,2423,318,1617,257,406,136,750,168,143,65,2390,320,2220,335,1973,269,932,190,469,158,407,138,699,145,2322,301,3111,343,2259,282,1392,214,801,196,509,132,292,160,591,139,335,109,256,103,9783,471,17.4,2.9,3.5,1.1,1.6,0.9,59.1,3.3,0.2,0.2,9.6,1.8,8.6,2.1,23.0,2.6,12.5,2.3,0.8,0.5,25.1,2.8,48.3,3.3,25.8,2.9,8391,495,35.4,3.5,64.6,3.5,71.8,3.2,28.9,3.3,19.3,2.9,4.8,1.6,8.9,2.0,1.7,0.8,28.5,3.5,26.5,3.5,23.5,3.1,11.1,2.2,5.6,1.8,4.9,1.6,8.3,1.6,27.7,3.2,37.1,3.3,26.9,3.2,1392,214,57.5,9.1,36.6,8.3,21.0,10.1,42.5,9.1,24.1,7.9,18.4,6.8,133700,7616,131809,20081,99648,66560,172841,78787,148224,21046,-,**,119297,25012,98846,23242,111047,21478,147500,34188,-,**,206146,29863,130690,9502,92130,16263,139215,14148,170385,33630,130176,6732,158268,10718,195995,19762,98233,40053,83750,50874,114881,27972,115461,48509,86163,10482,157849,16577,169409,18191,193269,35482,180875,36463,114750,35290,58071,17144,90705,22260,166321,16794,176902,19336,77698,16855,78416,17746,46607,19512,111029,40340,68750,19346,48693,12230,110357,53399,,95121
860Z200US95122,ZCTA5 95122,12017,454,1455,229,339,120,193,77,4869,326,58,66,3305,344,1798,331,5940,327,622,209,252,95,3766,315,5040,372,2959,342,9939,365,3977,297,5962,372,6035,401,2579,270,2346,291,957,236,1558,181,441,115,2093,242,2003,280,2449,320,1436,218,853,170,1105,188,742,166,2549,273,3243,306,3405,366,2078,327,1074,238,705,209,369,166,1004,234,587,148,417,181,12017,454,12.1,1.9,2.8,1.0,1.6,0.6,40.5,2.2,0.5,0.6,27.5,2.6,15.0,2.7,49.4,2.2,5.2,1.7,2.1,0.8,31.3,2.5,41.9,2.6,24.6,2.5,9939,365,40.0,2.8,60.0,2.8,60.7,2.9,25.9,2.7,23.6,2.9,9.6,2.3,15.7,1.8,4.4,1.2,21.1,2.3,20.2,2.7,24.6,3.1,14.4,2.2,8.6,1.7,11.1,1.9,7.5,1.7,25.6,2.6,32.6,2.8,34.3,3.4,2078,327,51.7,8.2,33.9,9.0,17.8,7.2,48.3,8.2,28.2,6.8,20.1,7.4,103406,6938,101453,8528,73491,35899,94896,71765,106177,13762,-,**,105105,6661,109091,31835,103699,4592,115455,54418,85833,31816,106992,12173,128981,11185,71875,15655,104312,5616,87346,6823,118102,11670,118814,12330,104276,7143,75147,9068,53789,10022,115708,19755,66319,28453,72131,8845,90844,13781,113917,15019,114077,15379,128304,41452,151122,23403,30700,11867,64561,8976,96930,10319,159323,15307,47000,11920,38039,26289,16607,8297,148750,84703,49208,10414,31094,14676,126354,45107,,95122
860Z200US95123,ZCTA5 95123,24251,741,11537,679,837,204,200,97,6500,544,9,15,1932,315,3236,481,5645,433,10251,603,374,185,9085,579,10114,681,4678,347,17694,709,7459,527,10235,544,12557,635,5386,402,3665,485,1591,406,1472,241,482,160,6918,485,4460,424,4175,433,1223,193,497,160,421,230,1371,219,4971,502,8509,576,2843,443,6557,500,3415,397,2567,336,848,240,3142,324,2290,289,852,198,24251,741,47.6,2.3,3.5,0.8,0.8,0.4,26.8,2.1,0.0,0.1,8.0,1.3,13.3,1.9,23.3,1.7,42.3,2.0,1.5,0.8,37.5,2.0,41.7,2.2,19.3,1.6,17694,709,42.2,2.3,57.8,2.3,71.0,2.4,30.4,2.1,20.7,2.5,9.0,2.2,8.3,1.4,2.7,0.9,39.1,2.5,25.2,2.2,23.6,2.2,6.9,1.0,2.8,0.9,2.4,1.3,7.7,1.3,28.1,2.6,48.1,2.8,16.1,2.3,6557,500,52.1,4.0,39.1,3.9,12.9,3.5,47.9,4.0,34.9,4.1,13.0,2.8,136364,6771,137013,12569,95982,77252,126250,53781,173971,15194,-,**,79939,10156,128141,13599,107544,11178,142480,10773,103750,19421,157781,9048,150546,10597,80542,4056,151611,10428,169471,19746,143250,10614,186656,7496,213961,9612,87202,9757,83488,19910,105285,15806,72108,38176,118357,11602,168026,25496,178156,15381,179567,35277,214044,82374,-,**,67969,13929,102083,15888,179108,7460,218059,29596,94878,11519,82486,12874,69726,10944,111133,10606,104688,12809,85625,19077,154167,11238,,95123
860Z200US95124,ZCTA5 95124,17523,665,10468,575,315,156,80,56,4186,423,31,35,640,214,1803,351,2577,377,9581,564,187,146,5577,508,7968,502,3791,311,13863,764,7370,589,6493,539,11738,698,6597,545,1421,308,498,199,704,236,275,123,4312,480,4219,573,3957,414,1134,309,162,81,79,66,1040,228,3807,328,7266,697,1750,297,3660,443,2032,408,1611,378,421,158,1628,338,1158,254,470,179,17523,665,59.7,2.7,1.8,0.9,0.5,0.3,23.9,2.2,0.2,0.2,3.7,1.2,10.3,1.8,14.7,2.1,54.7,2.8,1.1,0.8,31.8,2.4,45.5,2.4,21.6,1.7,13863,764,53.2,3.0,46.8,3.0,84.7,2.5,47.6,2.8,10.3,2.1,3.6,1.4,5.1,1.6,2.0,0.9,31.1,3.0,30.4,3.5,28.5,2.9,8.2,2.2,1.2,0.6,0.6,0.5,7.5,1.6,27.5,2.7,52.4,3.0,12.6,2.0,3660,443,55.5,8.1,44.0,8.3,11.5,4.1,44.5,8.1,31.6,6.3,12.8,4.7,188433,9728,189826,15852,94646,65194,181058,83175,242406,34122,-,**,76442,29042,141927,66580,86632,19415,204201,19313,55558,8972,239221,25549,201875,24291,99656,16181,215748,9134,"250,000+",***,169555,22997,236773,8231,"250,000+",***,85660,18070,60732,31255,120068,42698,164821,46062,142847,32778,226736,23246,"250,000+",***,235865,38296,"250,000+",***,"250,000+",***,78988,16312,183885,30475,"250,000+",***,217652,35896,75255,10709,67161,14138,57047,18494,113125,90313,94057,27514,75431,30128,218611,178928,,95124
860Z200US95125,ZCTA5 95125,20927,737,12542,646,669,217,112,61,3404,370,37,46,1353,269,2810,535,4648,509,11355,667,293,156,6613,579,8098,583,5923,451,13576,698,6079,559,7497,477,10397,638,4570,495,2157,345,988,222,1022,367,521,304,5851,444,3542,523,3041,459,879,251,216,94,47,43,1360,214,4489,578,6281,510,1446,327,7351,534,4402,488,3557,460,845,253,2949,410,2261,385,688,179,20927,737,59.9,2.3,3.2,1.0,0.5,0.3,16.3,1.8,0.2,0.2,6.5,1.3,13.4,2.4,22.2,2.1,54.3,2.6,1.4,0.7,31.6,2.5,38.7,2.4,28.3,1.9,13576,698,44.8,2.9,55.2,2.9,76.6,3.1,33.7,3.2,15.9,2.5,7.3,1.6,7.5,2.6,3.8,2.2,43.1,3.1,26.1,3.3,22.4,3.2,6.5,1.8,1.6,0.7,0.3,0.3,10.0,1.6,33.1,3.6,46.3,3.4,10.7,2.3,7351,534,59.9,4.9,48.4,5.0,11.5,3.4,40.1,4.9,30.8,4.9,9.4,2.3,148422,17690,170248,12652,58966,33147,217727,141551,197448,35519,-,**,99738,22698,122939,16035,112054,16275,178245,13048,46042,27997,193491,18730,185066,12749,87173,16584,195494,17562,228255,22171,173885,16738,242243,14480,"250,000+",***,82452,18595,67583,15794,107292,43349,110163,66573,160950,27611,224911,27651,"250,000+",***,206528,77134,168145,50055,124226,49180,86286,23698,117625,13820,"250,000+",***,223378,58734,82106,17583,65556,18167,58882,6553,118484,26655,108693,26002,96505,16238,195972,20309,,95125
860Z200US95126,ZCTA5 95126,15920,601,6916,508,901,214,155,72,3764,451,12,21,1765,310,2407,331,4325,447,6275,493,673,217,8015,583,4806,473,2426,258,8466,575,3354,368,5112,487,5753,500,2316,356,1584,355,635,200,1129,303,403,164,4175,448,2097,382,1218,275,579,236,328,151,69,65,361,112,2604,376,4561,509,940,241,7454,471,3201,347,2332,317,869,225,4253,449,3115,409,1138,264,15920,601,43.4,2.7,5.7,1.3,1.0,0.5,23.6,2.7,0.1,0.1,11.1,1.9,15.1,2.0,27.2,2.6,39.4,2.6,4.2,1.3,50.3,3.0,30.2,2.7,15.2,1.6,8466,575,39.6,3.7,60.4,3.7,68.0,4.8,27.4,4.0,18.7,3.9,7.5,2.3,13.3,3.3,4.8,1.9,49.3,3.9,24.8,4.1,14.4,3.3,6.8,2.7,3.9,1.8,0.8,0.8,4.3,1.3,30.8,3.9,53.9,4.6,11.1,2.8,7454,471,42.9,4.3,31.3,4.1,11.7,2.9,57.1,4.3,41.8,4.5,15.3,3.4,127297,8259,151047,11696,63438,17428,72137,48627,149070,22243,-,**,86563,25485,128750,17816,99351,9431,155015,13811,87572,38032,150033,7661,130987,27695,63684,13282,148442,7731,119236,22245,154479,14139,187860,13751,168333,36641,71000,10595,36107,26252,85994,19047,73137,14803,149095,21973,148402,5227,174250,40839,108317,76444,99663,33702,-,**,58021,39769,108315,16506,170880,28666,148566,9678,103659,8003,84057,18789,70556,8495,164063,20434,110924,14983,100129,19031,201635,51094,,95126
860Z200US95127,ZCTA5 95127,15804,494,4349,339,435,147,111,46,4605,395,137,104,4302,393,1865,326,7369,434,3026,321,148,74,4762,407,6960,442,3934,360,12821,531,5005,436,7816,526,8847,541,3598,398,2533,344,914,229,1441,287,493,199,3612,379,2874,358,2905,357,1650,339,878,223,902,164,1045,196,3279,365,4750,417,3747,371,2983,344,1575,239,1256,196,319,123,1408,276,851,198,557,166,15804,494,27.5,2.0,2.8,0.9,0.7,0.3,29.1,2.4,0.9,0.7,27.2,2.4,11.8,2.0,46.6,2.3,19.1,1.9,0.9,0.5,30.1,2.2,44.0,2.6,24.9,2.2,12821,531,39.0,3.1,61.0,3.1,69.0,3.0,28.1,2.8,19.8,2.6,7.1,1.8,11.2,2.2,3.8,1.6,28.2,2.6,22.4,2.7,22.7,2.6,12.9,2.6,6.8,1.7,7.0,1.3,8.2,1.4,25.6,2.7,37.0,2.8,29.2,2.7,2983,344,52.8,6.6,42.1,6.1,10.7,3.7,47.2,6.6,28.5,5.6,18.7,4.7,120548,6338,128027,13705,85568,34592,157938,29151,144417,19849,-,**,116047,12420,108231,19231,111911,11261,129643,23748,106364,16195,131707,15573,140742,14566,83876,10949,123328,4784,118160,11656,129167,11634,147067,7851,143735,14234,68831,6066,41364,11757,94861,22299,79148,47430,94444,23817,128553,28707,116058,19885,123068,14596,192500,50022,188654,44512,53083,8581,62966,5563,147975,11029,176328,20933,78287,21921,43668,8865,33875,11967,93594,66384,104551,17625,91319,8314,189671,71832,,95127
860Z200US95128,ZCTA5 95128,14070,634,7025,616,500,189,133,113,3493,493,97,75,1384,299,1438,290,3383,382,6176,559,146,91,5871,544,5268,401,2785,351,7673,581,3104,333,4569,532,5717,495,2305,330,1266,274,535,172,690,217,264,140,3856,462,1687,316,1510,276,451,170,92,71,77,82,873,251,2018,341,3904,491,878,194,6397,577,2910,421,2338,387,572,203,3487,449,2479,404,1008,234,14070,634,49.9,3.5,3.6,1.4,0.9,0.8,24.8,3.2,0.7,0.5,9.8,2.1,10.2,2.1,24.0,2.6,43.9,3.3,1.0,0.7,41.7,3.0,37.4,2.7,19.8,2.3,7673,581,40.5,4.1,59.5,4.1,74.5,3.4,30.0,4.2,16.5,3.3,7.0,2.2,9.0,2.8,3.4,1.9,50.3,3.9,22.0,3.7,19.7,3.7,5.9,2.2,1.2,0.9,1.0,1.1,11.4,3.0,26.3,4.1,50.9,5.0,11.4,2.5,6397,577,45.5,5.1,36.5,4.8,8.9,3.2,54.5,5.1,38.8,5.2,15.8,3.5,122647,11105,132016,19323,72581,51534,65592,9805,163664,35018,-,**,87353,19817,93929,7061,89715,6876,146563,29785,95179,73770,135521,22068,157333,26435,62917,16949,156537,22752,140417,31040,171029,19984,182365,20907,181658,45644,116786,41308,71935,23751,152885,28461,122083,82995,170044,24629,153438,65488,135660,34777,177875,95734,"250,000+",***,-,**,68875,59804,128636,37819,187778,29932,208833,49971,90625,13216,71804,17555,59202,23437,173676,67672,101352,23071,84271,12425,177381,36325,,95128
860Z200US95129,ZCTA5 95129,14177,559,3977,380,381,211,35,28,8535,555,76,109,666,256,507,178,1086,358,3670,378,376,196,4347,452,6382,466,3072,336,10948,571,5679,509,5269,502,9008,532,5048,432,1542,313,524,222,398,165,107,64,3680,446,3244,370,3116,478,650,196,127,74,131,115,1154,260,3371,388,5034,523,1389,335,3229,422,1407,316,1267,320,140,75,1822,318,1521,294,301,126,14177,559,28.1,2.6,2.7,1.5,0.2,0.2,60.2,3.0,0.5,0.8,4.7,1.8,3.6,1.3,7.7,2.5,25.9,2.5,2.7,1.4,30.7,2.8,45.0,2.9,21.7,2.3,10948,571,51.9,3.8,48.1,3.8,82.3,2.9,46.1,3.2,14.1,2.7,4.8,2.0,3.6,1.5,1.0,0.6,33.6,3.5,29.6,3.4,28.5,4.0,5.9,1.7,1.2,0.7,1.2,1.0,10.5,2.3,30.8,3.6,46.0,3.7,12.7,3.0,3229,422,43.6,7.3,39.2,7.8,4.3,2.3,56.4,7.3,47.1,7.2,9.3,3.8,182662,14810,109060,16147,115087,80925,-,**,233155,26483,-,**,87194,25073,109338,34758,86361,12652,117563,24021,-,**,189375,28784,233056,31414,98125,21537,212011,12418,247402,22305,177009,24403,"250,000+",***,"250,000+",***,99048,31970,95357,47932,90882,72006,135063,80295,146667,30278,212250,36198,"250,000+",***,"250,000+",***,246679,66208,102155,53214,85775,17290,170189,20654,"250,000+",***,"250,000+",***,83785,22338,75250,20610,72983,25799,99500,25678,94286,43255,62958,33179,214313,116926,,95129
860Z200US95130,ZCTA5 95130,4745,274,2498,243,101,99,0,21,1607,251,0,21,269,110,270,107,642,146,2266,233,129,71,1641,265,1732,191,1243,176,3448,276,1694,240,1754,204,2697,241,1428,234,486,151,164,88,265,89,102,73,1153,190,835,185,1068,155,300,182,62,35,30,26,286,98,1146,200,1647,257,369,136,1297,169,531,121,434,110,97,61,766,144,593,165,173,91,4745,274,52.6,4.8,2.1,2.1,0.0,0.9,33.9,4.6,0.0,0.9,5.7,2.3,5.7,2.2,13.5,2.9,47.8,4.9,2.7,1.5,34.6,4.8,36.5,3.8,26.2,3.6,3448,276,49.1,5.1,50.9,5.1,78.2,4.4,41.4,5.7,14.1,4.1,4.8,2.5,7.7,2.5,3.0,2.1,33.4,5.1,24.2,5.5,31.0,4.3,8.7,4.8,1.8,1.0,0.9,0.8,8.3,2.8,33.2,5.0,47.8,6.7,10.7,3.8,1297,169,40.9,7.8,33.5,7.6,7.5,4.6,59.1,7.8,45.7,11.2,13.3,6.9,155787,26270,124766,15641,"250,000+",***,-,**,238125,50086,-,**,111097,60258,-,**,110714,37909,122891,14152,-,**,"250,000+",***,185434,9461,89063,13890,203031,16852,"250,000+",***,177885,35961,228794,21329,"250,000+",***,92500,22443,75395,56313,-,**,-,**,148125,35154,205795,35457,227167,51947,"250,000+",***,191818,62544,-,**,130250,69452,129928,51493,231406,53085,"250,000+",***,60653,10714,56563,23539,52321,21225,86641,69658,61364,15519,50163,25788,221042,137883,,95130
860Z200US95131,ZCTA5 95131,9954,397,1464,322,133,85,113,79,7130,484,7,12,380,124,727,229,1192,269,1346,315,178,130,4368,466,3600,346,1808,283,7606,491,3258,420,4348,423,6281,520,2925,414,819,191,193,121,506,164,140,103,2725,422,2083,364,1706,340,621,169,327,152,144,83,864,215,1963,411,3533,403,1246,226,2348,338,798,192,527,147,271,130,1550,286,916,207,634,213,9954,397,14.7,3.2,1.3,0.9,1.1,0.8,71.6,3.7,0.1,0.1,3.8,1.3,7.3,2.3,12.0,2.7,13.5,3.1,1.8,1.3,43.9,4.3,36.2,3.3,18.2,2.7,7606,491,42.8,4.5,57.2,4.5,82.6,3.4,38.5,4.6,10.8,2.6,2.5,1.6,6.7,2.1,1.8,1.3,35.8,5.2,27.4,4.5,22.4,4.1,8.2,2.0,4.3,2.0,1.9,1.1,11.4,2.7,25.8,4.9,46.5,4.9,16.4,2.8,2348,338,34.0,6.9,22.4,5.8,11.5,5.3,66.0,6.9,39.0,7.6,27.0,7.5,170128,12922,179432,45848,96891,46829,89803,42834,180313,15120,-,**,155250,87894,160047,20801,156484,16228,179886,66049,130395,20617,234083,45011,165395,24455,89611,21603,173877,15002,195625,28539,158163,18517,185635,18808,211696,51995,98292,23523,200123,184775,121343,40365,-,**,145972,30457,179485,18838,212833,50807,200398,97817,151528,47253,"250,000+",***,68750,14091,130583,34523,249331,32562,179167,46511,133480,19898,113100,31685,93750,54599,134549,36131,171204,51677,140625,72074,238750,92733,,95131
860Z200US95132,ZCTA5 95132,11913,464,2445,281,145,83,118,69,7579,504,0,29,805,187,821,201,1800,273,2021,213,118,69,3313,270,5141,459,3341,300,9726,455,3697,377,6029,363,7797,476,3236,382,1257,215,309,115,672,142,152,73,2968,274,2711,326,2628,338,858,204,349,190,212,88,1393,251,2182,284,3947,337,2204,349,2187,245,731,137,617,134,114,50,1456,228,806,159,650,180,11913,464,20.5,2.3,1.2,0.7,1.0,0.6,63.6,2.8,0.0,0.4,6.8,1.6,6.9,1.7,15.1,2.2,17.0,1.9,1.0,0.6,27.8,2.2,43.2,2.9,28.0,2.5,9726,455,38.0,3.1,62.0,3.1,80.2,2.5,33.3,3.2,12.9,2.2,3.2,1.2,6.9,1.5,1.6,0.8,30.5,2.7,27.9,2.9,27.0,3.0,8.8,2.1,3.6,2.0,2.2,0.9,14.3,2.4,22.4,2.8,40.6,3.3,22.7,3.3,2187,245,33.4,5.9,28.2,5.8,5.2,2.3,66.6,5.9,36.9,6.1,29.7,6.9,172266,9364,132578,16300,147216,46039,-,**,194018,14566,-,**,121593,11945,174176,30562,139500,15328,131563,23896,119324,20911,232961,35766,185875,17361,120551,17386,180110,11461,214531,39055,159738,17673,198204,9840,241964,17671,115045,23924,80491,77960,149750,34586,128977,36242,123036,16410,187806,21013,202813,20690,183309,15746,211767,48785,241429,35790,63147,20931,143125,23254,210054,11711,212106,14733,83533,22218,56849,10871,53650,10736,190000,175813,116321,43530,70385,10696,161176,55300,,95132
860Z200US95133,ZCTA5 95133,8992,483,1234,237,229,133,104,83,5806,365,32,36,1050,297,537,214,1728,349,944,179,112,80,3580,335,2992,341,2308,307,6485,534,2292,323,4193,410,4639,470,1786,271,1166,231,251,126,680,183,255,155,2279,349,1599,330,1609,243,564,159,256,109,178,117,845,217,1819,319,2548,314,1273,272,2507,387,1324,273,1037,238,287,141,1183,252,660,190,523,181,8992,483,13.7,2.6,2.5,1.5,1.2,0.9,64.6,3.2,0.4,0.4,11.7,3.2,6.0,2.2,19.2,3.4,10.5,2.0,1.2,0.9,39.8,3.2,33.3,3.1,25.7,3.2,6485,534,35.3,3.8,64.7,3.8,71.5,4.0,27.5,3.5,18.0,3.1,3.9,1.9,10.5,2.8,3.9,2.3,35.1,4.5,24.7,4.3,24.8,3.2,8.7,2.4,3.9,1.7,2.7,1.8,13.0,3.2,28.0,4.2,39.3,3.6,19.6,4.0,2507,387,52.8,7.1,41.4,6.5,11.4,5.5,47.2,7.1,26.3,6.7,20.9,6.3,132069,10004,121136,11835,-,**,-,**,170714,21167,-,**,61765,27868,140398,85410,73667,12478,133158,17690,73214,31267,203235,27004,116667,18110,72396,16958,134020,17533,148750,24912,120417,21152,157321,16287,174000,27298,80641,25068,68220,25473,99375,43820,93750,42348,118343,23058,142216,34691,158646,27883,125938,32025,161000,140509,117813,76835,34205,26614,73728,16372,198125,24849,149618,66477,93977,36765,54042,19277,40362,10301,209375,88633,131782,60698,126146,84034,"250,000+",***,,95133
860Z200US95134,ZCTA5 95134,13761,670,3042,397,290,176,17,27,8957,691,59,65,614,234,782,247,1486,329,2679,376,738,215,10151,667,2336,375,536,174,7459,725,2559,521,4900,621,6073,677,2082,517,807,209,348,138,579,220,129,95,4263,567,1724,333,1160,422,105,69,174,130,33,47,105,89,2588,464,4044,503,722,328,6302,621,2013,300,1176,259,837,205,4289,609,2816,515,1473,342,13761,670,22.1,3.1,2.1,1.3,0.1,0.2,65.1,3.4,0.4,0.5,4.5,1.6,5.7,1.8,10.8,2.3,19.5,2.9,5.4,1.5,73.8,3.0,17.0,2.6,3.9,1.3,7459,725,34.3,5.9,65.7,5.9,81.4,3.8,27.9,6.0,10.8,2.9,4.7,1.9,7.8,2.7,1.7,1.3,57.2,6.0,23.1,4.2,15.6,5.0,1.4,0.9,2.3,1.7,0.4,0.6,1.4,1.2,34.7,5.1,54.2,5.6,9.7,4.0,6302,621,31.9,4.9,18.7,4.0,13.3,3.4,68.1,4.9,44.7,5.7,23.4,4.9,196847,15717,175000,25830,92500,16000,-,**,224263,14069,-,**,122188,25715,154766,66742,121563,24308,189321,27251,121719,30011,221625,14165,152548,33300,110481,14401,194784,23872,231125,30437,186111,10682,221142,20422,237076,22676,87272,14660,63137,29462,153512,26499,-,**,190699,22994,207143,35816,226293,93965,"250,000+",***,86538,14953,-,**,-,**,151422,27019,238603,24656,154929,62959,194408,19420,200037,22715,137200,15085,"250,000+",***,184608,33744,166359,10632,"250,000+",***,,95134
860Z200US95135,ZCTA5 95135,7583,483,3129,322,229,155,0,25,3471,329,106,103,177,69,471,206,603,187,2960,312,0,25,1008,258,3083,264,3492,374,5468,394,1997,196,3471,381,5016,346,1928,199,365,243,56,45,87,55,13,20,2371,363,1168,257,1366,208,283,108,122,68,158,150,812,150,1404,208,2665,374,587,153,2115,316,1387,292,1263,285,124,73,728,194,625,188,103,65,7583,483,41.3,3.8,3.0,2.0,0.0,0.6,45.8,3.5,1.4,1.3,2.3,0.9,6.2,2.6,8.0,2.3,39.0,3.7,0.0,0.6,13.3,3.2,40.7,3.3,46.1,3.5,5468,394,36.5,3.7,63.5,3.7,91.7,4.4,35.3,3.7,6.7,4.2,1.0,0.8,1.6,1.0,0.2,0.4,43.4,5.2,21.4,4.6,25.0,3.7,5.2,2.0,2.2,1.2,2.9,2.7,14.9,2.7,25.7,3.6,48.7,5.0,10.7,2.8,2115,316,65.6,8.5,59.7,8.9,5.9,3.4,34.4,8.5,29.6,8.5,4.9,3.0,196179,23132,117132,27641,"250,000+",***,-,**,"250,000+",***,-,**,-,**,130174,42023,153194,74961,114945,16864,-,**,"250,000+",***,"250,000+",***,94746,10792,"250,000+",***,"250,000+",***,211250,35550,"250,000+",***,"250,000+",***,122402,92666,-,**,"250,000+",***,-,**,164375,36632,"250,000+",***,"250,000+",***,"250,000+",***,"250,000+",***,"250,000+",***,96204,12278,234167,29015,"250,000+",***,"250,000+",***,66270,9217,54628,16183,49464,11640,186932,68489,73125,65447,69226,30705,133594,54893,,95135
